,deposit_id,deposit_name,latitude,longitude,deposit_model,url
119,120,NA,-18.73,126.01,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=120
120,121,NA,26.53,74.69,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=121
121,122,NA,53.65,-7.73,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=122
122,123,NA,35.46,5.28,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=123
123,124,NA,55.85,109.8,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=124
124,125,NA,41.0,129.65,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=125
125,126,NA,49.74,-115.61,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=126
126,127,NA,26.6,103.98,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=127
127,128,NA,28.5,52.5,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=128
128,129,NA,31.75,55.75,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=129
129,130,NA,-19.77,139.07,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=130
130,131,NA,47.36,11.45,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=131
131,132,NA,43.89,4.28,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=132
132,133,NA,68.17,-163.2,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=133
133,134,NA,52.75,-7.75,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=134
134,135,NA,34.0,105.07,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=135
135,136,NA,26.5,74.67,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=136
136,137,NA,37.63,-91.08,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=137
137,138,NA,27.38,103.05,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=138
138,139,NA,-21.58,140.92,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=139
139,140,NA,22.43,-83.43,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=140
140,141,NA,51.13,8.08,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=141
141,142,NA,31.73,54.99,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=142
142,143,NA,60.35,-127.4,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=143
143,144,NA,46.3,14.52,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=144
144,145,NA,24.36,73.72,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=145
145,146,NA,66.28,14.12,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=146
146,147,NA,25.0,74.13,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=147
147,148,NA,51.43,-116.45,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=148
148,149,NA,-17.32,-46.8,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=149
149,150,NA,-20.73,139.48,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=150
150,151,NA,-34.88,139.3,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=151
151,152,NA,53.45,-7.68,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=152
152,153,NA,73.06,-84.51,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=153
153,154,NA,-17.26,124.73,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=154
154,155,NA,53.66,-6.68,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=155
155,156,NA,50.28,-57.47,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=156
156,157,NA,26.24,107.66,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=157
157,158,NA,40.98,-106.49,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=158
158,159,NA,-13.0,-43.5,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=159
159,160,NA,71.13,-51.7,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=160
160,161,NA,53.77,-7.13,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=161
161,162,NA,24.27,73.69,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=162
162,163,NA,72.92,55.17,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=163
163,164,NA,-21.84,140.68,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=164
164,165,NA,48.9,-117.3,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=165
165,166,NA,-24.85,-49.0,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=166
166,167,NA,-27.43,24.27,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=167
167,168,NA,43.1,-4.56,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=168
